country,continent,lifeExp,pop,gdpPercap
Albania,Boomers,14,375900,835
Albania,Boomers,4,374700,1299
Albania,Boomers,5,332200,1299
Albania,Boomers,8,356400,835
Albania,G.I. Generation,1,24900,1299
Albania,G.I. Generation,1,25100,835
Albania,G.I. Generation,2,37800,1299
Albania,G.I. Generation,2,40800,835
Albania,Generation X,11,241200,835
Albania,Generation X,12,394593,4359
Albania,Generation X,13,232900,835
Albania,Generation X,13,283500,835
Albania,Generation X,17,232000,1299
Albania,Generation X,20,371611,4359
Albania,Generation X,3,245800,1299
Albania,Generation X,5,240000,1299
Albania,Generation X,6,183579,4359
Albania,Generation X,6,263900,1299
Albania,Generation X,7,264000,835
Albania,Generation X,9,179720,4359
Albania,Generation Z,2,223969,4359
Albania,Millenials,1,374900,1299
Albania,Millenials,10,279508,4359
Albania,Millenials,2,348700,835
Albania,Millenials,6,263581,4359
Albania,Millenials,6,376500,835
Albania,Silent,10,177400,1299
Albania,Silent,2,180400,835
Albania,Silent,2,50767,4359
Albania,Silent,2,64415,4359
Albania,Silent,20,241852,4359
Albania,Silent,7,241491,4359
Albania,Silent,9,178000,835
Argentina,Boomers,102,3390673,14206
Argentina,Boomers,108,3328463,14203
Argentina,Boomers,109,3454994,13400
Argentina,Boomers,139,3950100,8232
Argentina,Boomers,171,4500787,5590
Argentina,Boomers,174,4253771,8462
Argentina,Boomers,177,2234200,3264
Argentina,Boomers,182,2297000,4859
Argentina,Boomers,398,2894129,14206
Argentina,Boomers,405,2951616,13400
Argentina,Boomers,416,2788575,13946
Argentina,Boomers,451,2839783,14203
Argentina,Boomers,485,3787800,8232
Argentina,Boomers,539,4336453,5590
Argentina,Boomers,578,4096814,8462
Argentina,Boomers,65,2185200,3264
Argentina,Boomers,76,2251000,4859
Argentina,Boomers,93,3268753,13946
Argentina,G.I. Generation,190,2477000,4859
Argentina,G.I. Generation,190,433800,8232
Argentina,G.I. Generation,202,363000,3264
Argentina,G.I. Generation,210,2304000,3264
Argentina,G.I. Generation,226,411100,4859
Argentina,G.I. Generation,232,525161,8462
Argentina,G.I. Generation,41,537000,3264
Argentina,G.I. Generation,43,941957,8462
Argentina,G.I. Generation,485,1997000,3264
Argentina,G.I. Generation,49,742200,8232
Argentina,G.I. Generation,502,2128000,4859
Argentina,G.I. Generation,61,643000,4859
Argentina,Generation X,101,3053300,8232
Argentina,Generation X,101,3210247,11273
Argentina,Generation X,104,3011376,5590
Argentina,Generation X,11,2955200,3264
Argentina,Generation X,116,3249247,8462
Argentina,Generation X,14,3171000,4859
Argentina,Generation X,156,2415200,3264
Argentina,Generation X,157,4893085,13946
Argentina,Generation X,157,5099167,14206
Argentina,Generation X,16,3044200,3264
Argentina,Generation X,162,4804030,11273
Argentina,Generation X,164,4993138,14203
Argentina,Generation X,174,2635000,4859
Argentina,Generation X,196,5203634,13400
Argentina,Generation X,218,2404900,8232
Argentina,Generation X,22,3269000,4859
Argentina,Generation X,277,3112100,8232
Argentina,Generation X,331,2602314,8462
Argentina,Generation X,451,3004991,5590
Argentina,Generation X,463,3306109,8462
Argentina,Generation X,485,3237957,11273
Argentina,Generation X,504,4738525,13946
Argentina,Generation X,554,4841057,14203
Argentina,Generation X,573,4648068,11273
Argentina,Generation X,604,4950850,14206
Argentina,Generation X,62,2396900,8232
Argentina,Generation X,63,2617723,8462
Argentina,Generation X,644,5060862,13400
Argentina,Generation X,69,2354200,3264
Argentina,Generation X,91,2568000,4859
Argentina,Generation Z,17,3494571,14203
Argentina,Generation Z,20,3450419,11273
Argentina,Generation Z,28,3592374,13946
Argentina,Generation Z,29,3472180,13946
Argentina,Generation Z,29,3615254,14203
Argentina,Generation Z,32,3515742,14206
Argentina,Generation Z,33,3570316,11273
Argentina,Generation Z,33,3637026,14206
Argentina,Generation Z,34,3655965,13400
Argentina,Generation Z,35,3533961,13400
Argentina,Millenials,102,3224774,13946
Argentina,Millenials,102,3226464,14206
Argentina,Millenials,102,3228400,14203
Argentina,Millenials,118,3227239,13400
Argentina,Millenials,148,3260468,5590
Argentina,Millenials,15,3363300,8232
Argentina,Millenials,150,3358103,11273
Argentina,Millenials,167,3384642,14206
Argentina,Millenials,172,3372659,13946
Argentina,Millenials,18,3502413,8462
Argentina,Millenials,19,3261100,8232
Argentina,Millenials,204,3380770,14203
Argentina,Millenials,204,3388324,13400
Argentina,Millenials,21,3396135,8462
Argentina,Millenials,21,3413809,5590
Argentina,Millenials,499,3271373,14206
Argentina,Millenials,510,3258804,13946
Argentina,Millenials,52,3528848,5590
Argentina,Millenials,531,3276955,13400
Argentina,Millenials,616,3268154,14203
Argentina,Millenials,638,3343414,5590
Argentina,Millenials,683,3455127,11273
Argentina,Millenials,693,3471151,13946
Argentina,Millenials,696,3486661,14206
Argentina,Millenials,738,3492454,13400
Argentina,Millenials,745,3480902,14203
Argentina,Silent,133,2760512,8462
Argentina,Silent,134,2625900,8232
Argentina,Silent,142,3355300,3264
Argentina,Silent,161,2943135,5590
Argentina,Silent,163,3622000,4859
Argentina,Silent,168,699046,14206
Argentina,Silent,178,674738,13946
Argentina,Silent,192,706897,13400
Argentina,Silent,206,657096,11273
Argentina,Silent,225,601176,5590
Argentina,Silent,225,688560,14203
Argentina,Silent,25,1323654,13400
Argentina,Silent,29,1303352,14206
Argentina,Silent,30,1260121,13946
Argentina,Silent,33,1282726,14203
Argentina,Silent,34,1234182,11273
Argentina,Silent,397,2740656,11273
Argentina,Silent,414,3346300,3264
Argentina,Silent,439,3619000,4859
Argentina,Silent,489,2505136,5590
Argentina,Silent,515,2214000,8232
Argentina,Silent,59,1101024,5590
Argentina,Silent,602,2333377,8462
Argentina,Silent,99,3212253,11273
Armenia,Boomers,1,555300,530
Armenia,Boomers,11,194982,3798
Armenia,Boomers,11,212482,3773
Armenia,Boomers,11,218063,3957
Armenia,Boomers,11,280566,3957
Armenia,Boomers,12,224430,4142
Armenia,Boomers,16,307100,756
Armenia,Boomers,18,481100,530
Armenia,Boomers,3,256541,3798
Armenia,Boomers,32,395200,426
Armenia,Boomers,4,273394,3773
Armenia,Boomers,4,288822,4142
Armenia,Boomers,4,320700,756
Armenia,Boomers,8,453600,426
Armenia,G.I. Generation,1,48900,756
Armenia,G.I. Generation,11,183800,756
Armenia,G.I. Generation,2,26900,756
Armenia,G.I. Generation,2,28000,426
Armenia,G.I. Generation,2,51400,426
Armenia,G.I. Generation,4,37600,530
Armenia,G.I. Generation,5,66500,530
Armenia,G.I. Generation,6,224100,756
Armenia,Generation X,1,236851,3460
Armenia,Generation X,10,202936,3460
Armenia,Generation X,10,272500,756
Armenia,Generation X,10,313600,426
Armenia,Generation X,11,313300,426
Armenia,Generation X,13,363362,4142
Armenia,Generation X,13,370440,3957
Armenia,Generation X,15,346739,3460
Armenia,Generation X,2,417829,4142
Armenia,Generation X,21,289500,426
Armenia,Generation X,23,341199,3798
Armenia,Generation X,26,376743,3773
Armenia,Generation X,3,258500,756
Armenia,Generation X,3,303200,426
Armenia,Generation X,3,422179,3798
Armenia,Generation X,4,280400,530
Armenia,Generation X,5,283300,530
Armenia,Generation X,5,427571,3460
Armenia,Generation X,6,358000,530
Armenia,Generation X,6,423841,3957
Armenia,Generation X,7,428953,3773
Armenia,Generation Z,1,171332,4142
Armenia,Generation Z,1,192409,3773
Armenia,Generation Z,1,193754,3957
Armenia,Generation Z,2,167142,3460
Armenia,Generation Z,2,191722,3460
Armenia,Millenials,1,242386,3957
Armenia,Millenials,1,388200,426
Armenia,Millenials,11,245443,3773
Armenia,Millenials,2,227895,4142
Armenia,Millenials,2,243687,3957
Armenia,Millenials,2,255088,3773
Armenia,Millenials,2,270727,3460
Armenia,Millenials,3,230760,4142
Armenia,Millenials,4,259768,3773
Armenia,Millenials,4,259823,3798
Armenia,Millenials,5,255119,3773
Armenia,Millenials,6,253461,4142
Armenia,Millenials,7,245227,3798
Armenia,Millenials,8,209914,3798
Armenia,Millenials,8,252152,3460
Armenia,Millenials,9,250487,3957
Armenia,Silent,11,295200,426
Armenia,Silent,13,193100,3460
Armenia,Silent,14,234300,530
Armenia,Silent,15,358000,756
Armenia,Silent,2,55565,3798
Armenia,Silent,2,81770,3460
Armenia,Silent,25,332700,756
Armenia,Silent,29,242300,426
Armenia,Silent,3,91237,3773
Armenia,Silent,4,292700,530
Armenia,Silent,5,56598,3773
Armenia,Silent,6,52333,3460
Armenia,Silent,6,86643,3798
Armenia,Silent,6,95093,3957
Armenia,Silent,6,98118,4142
Armenia,Silent,7,253182,3460
Armenia,Silent,7,58640,3957
Armenia,Silent,9,60108,4142
Australia,Boomers,109,1401200,19665
Australia,Boomers,118,2139108,66770
Australia,Boomers,123,2206179,72669
Australia,Boomers,145,2276104,72856
Australia,Boomers,157,2344644,66809
Australia,Boomers,180,2472200,21902
Australia,Boomers,200,2782583,23219
Australia,Boomers,366,2104816,66770
Australia,Boomers,396,2162980,72669
Australia,Boomers,418,1415000,19665
Australia,Boomers,418,2221866,72856
Australia,Boomers,471,2279114,66809
Australia,Boomers,587,2507400,21902
Australia,Boomers,745,2769752,23219
Australia,G.I. Generation,115,416077,23219
Australia,G.I. Generation,28,539200,21902
Australia,G.I. Generation,325,1266400,19665
Australia,G.I. Generation,33,652895,23219
Australia,G.I. Generation,37,465600,19665
Australia,G.I. Generation,87,276900,19665
Australia,G.I. Generation,88,328300,21902
Australia,G.I. Generation,98,1349000,19665
Australia,Generation X,106,1445332,23219
Australia,Generation X,228,3132534,54887
Australia,Generation X,230,3124328,66770
Australia,Generation X,258,3149749,72669
Australia,Generation X,271,1333011,23219
Australia,Generation X,275,3171477,72856
Australia,Generation X,277,3189475,66809
Australia,Generation X,311,1606526,54887
Australia,Generation X,318,1374600,21902
Australia,Generation X,374,1405900,19665
Australia,Generation X,440,1421100,21902
Australia,Generation X,466,1430700,23219
Australia,Generation X,5,1281300,19665
Australia,Generation X,64,1354800,19665
Australia,Generation X,704,3072726,66770
Australia,Generation X,754,3118829,72856
Australia,Generation X,78,1285283,23219
Australia,Generation X,802,3098534,72669
Australia,Generation X,81,1321300,21902
Australia,Generation X,816,3076853,54887
Australia,Generation X,866,3130341,66809
Australia,Generation X,91,1417500,21902
Australia,Generation X,94,1579905,54887
Australia,Generation Z,10,1368580,72669
Australia,Generation Z,15,1408758,66809
Australia,Generation Z,16,1464302,72856
Australia,Generation Z,4,1348336,54887
Australia,Generation Z,6,1389383,72856
Australia,Generation Z,6,1442602,72669
Australia,Generation Z,6,1485754,66809
Australia,Generation Z,7,1420846,54887
Australia,Generation Z,7,1423748,66770
Australia,Generation Z,9,1351751,66770
Australia,Millenials,1,1309796,23219
Australia,Millenials,109,1503934,72669
Australia,Millenials,119,1716803,66809
Australia,Millenials,217,1579672,72669
Australia,Millenials,222,1618860,54887
Australia,Millenials,242,1570069,66770
Australia,Millenials,267,1591539,72856
Australia,Millenials,271,1604935,66809
Australia,Millenials,329,1702401,72856
Australia,Millenials,347,1610295,66770
Australia,Millenials,351,1657638,72669
Australia,Millenials,4,1326300,21902
Australia,Millenials,404,1730968,66809
Australia,Millenials,8,1377301,23219
Australia,Millenials,80,1521652,54887
Australia,Millenials,85,1584036,66770
Australia,Millenials,93,1495053,66770
Australia,Millenials,95,1512779,72856
Australia,Millenials,95,1676648,72856
Australia,Millenials,96,1520955,66809
Australia,Millenials,98,1630077,72669
Australia,Silent,104,2103428,54887
Australia,Silent,136,2154800,19665
Australia,Silent,146,588053,66770
Australia,Silent,151,582009,54887
Australia,Silent,158,606842,72669
Australia,Silent,160,627275,72856
Australia,Silent,164,649925,66809
Australia,Silent,274,1366600,21902
Australia,Silent,281,1522620,23219
Australia,Silent,360,2051197,54887
Australia,Silent,43,805401,54887
Australia,Silent,45,817927,66770
Australia,Silent,45,865915,66809
Australia,Silent,48,847577,72856
Australia,Silent,52,832122,72669
Australia,Silent,549,2220600,19665
Australia,Silent,79,1430300,21902
Australia,Silent,87,1549060,23219
Austria,Boomers,108,993973,54278
Austria,Boomers,113,942311,53923
Austria,Boomers,118,981829,53229
Austria,Boomers,121,1250028,40367
Austria,Boomers,132,1149412,25922
Austria,Boomers,136,1065630,32237
Austria,Boomers,209,646830,23020
Austria,Boomers,232,548783,9759
Austria,Boomers,276,855700,53923
Austria,Boomers,282,906857,54278
Austria,Boomers,298,874391,50979
Austria,Boomers,299,893602,53229
Austria,Boomers,364,1266464,40367
Austria,Boomers,383,1163122,25922
Austria,Boomers,437,1074328,32237
Austria,Boomers,53,626994,23020
Austria,Boomers,56,544765,9759
Austria,Boomers,99,962372,50979
Austria,G.I. Generation,100,341098,32237
Austria,G.I. Generation,110,339223,9759
Austria,G.I. Generation,132,365227,23020
Austria,G.I. Generation,152,156535,9759
Austria,G.I. Generation,172,172839,25922
Austria,G.I. Generation,173,802079,23020
Austria,G.I. Generation,184,147262,32237
Austria,G.I. Generation,186,165206,23020
Austria,G.I. Generation,220,842978,9759
Austria,G.I. Generation,320,598225,23020
Austria,G.I. Generation,355,584253,9759
Austria,G.I. Generation,92,394864,25922
Austria,Generation X,1,461126,23020
Austria,Generation X,102,1291400,49181
Austria,Generation X,102,548943,40367
Austria,Generation X,106,485710,25922
Austria,Generation X,134,509262,32237
Austria,Generation X,149,622975,25922
Austria,Generation X,150,589106,23020
Austria,Generation X,19,495368,32237
Austria,Generation X,2,437872,23020
Austria,Generation X,2,453859,9759
Austria,Generation X,207,653728,9759
Austria,Generation X,237,707468,32237
Austria,Generation X,25,539299,49181
Austria,Generation X,27,469025,25922
Austria,Generation X,31,568627,23020
Austria,Generation X,317,1282009,53229
Austria,Generation X,321,1280204,54278
Austria,Generation X,325,1296607,49181
Austria,Generation X,33,546238,40367
Austria,Generation X,332,1286522,50979
Austria,Generation X,336,1292255,53923
Austria,Generation X,34,617481,25922
Austria,Generation X,50,633592,9759
Austria,Generation X,59,678262,32237
Austria,Generation X,6,475074,9759
Austria,Generation X,85,542986,49181
Austria,Generation X,87,1283769,50979
Austria,Generation X,93,1276047,54278
Austria,Generation X,94,1279480,53229
Austria,Generation X,95,1288452,53923
Austria,Generation Z,1,402730,50979
Austria,Generation Z,1,407570,53923
Austria,Generation Z,1,412838,49181
Austria,Generation Z,1,420342,53229
Austria,Generation Z,2,419646,54278
Austria,Generation Z,2,433795,49181
Austria,Generation Z,3,400256,53229
Austria,Generation Z,3,422849,50979
Austria,Generation Z,3,428198,53923
Austria,Millenials,1,448529,40367
Austria,Millenials,100,576126,54278
Austria,Millenials,14,499638,49181
Austria,Millenials,17,493605,54278
Austria,Millenials,18,497688,40367
Austria,Millenials,20,496526,53229
Austria,Millenials,20,547787,50979
Austria,Millenials,23,498172,53923
Austria,Millenials,23,542031,53923
Austria,Millenials,25,556475,53229
Austria,Millenials,29,566622,54278
Austria,Millenials,3,471447,40367
Austria,Millenials,4,461175,25922
Austria,Millenials,4,484798,25922
Austria,Millenials,54,518852,53229
Austria,Millenials,6,497838,50979
Austria,Millenials,66,519503,50979
Austria,Millenials,67,518095,53923
Austria,Millenials,75,563630,53229
Austria,Millenials,79,516580,54278
Austria,Millenials,8,483644,32237
Austria,Millenials,83,515674,40367
Austria,Millenials,91,518657,49181
Austria,Millenials,97,546027,53923
Austria,Millenials,99,553047,50979
Austria,Silent,141,843210,32237
Austria,Silent,143,840225,25922
Austria,Silent,150,984274,23020
Austria,Silent,166,210054,40367
Austria,Silent,180,240431,49181
Austria,Silent,186,936799,9759
Austria,Silent,189,250032,50979
Austria,Silent,196,245207,53923
Austria,Silent,206,269625,54278
Austria,Silent,221,255540,53229
Austria,Silent,287,838208,49181
Austria,Silent,331,782050,40367
Austria,Silent,333,670553,32237
Austria,Silent,342,730447,25922
Austria,Silent,418,985787,23020
Austria,Silent,515,940526,9759
Austria,Silent,58,431128,53923
Austria,Silent,62,431151,49181
Austria,Silent,64,431074,53229
Austria,Silent,76,430436,50979
Austria,Silent,77,442472,54278
Austria,Silent,81,421281,40367
Austria,Silent,90,923411,49181
Austria,Silent,96,869065,40367
Azerbaijan,Boomers,14,931050,711
Azerbaijan,Boomers,18,677600,462
Azerbaijan,Boomers,3,1000200,711
Azerbaijan,Boomers,3,733900,462
Azerbaijan,G.I. Generation,1,37950,711
Azerbaijan,G.I. Generation,1,95000,462
Azerbaijan,G.I. Generation,2,36600,462
Azerbaijan,G.I. Generation,2,83300,711
Azerbaijan,Generation X,11,607350,711
Azerbaijan,Generation X,11,736900,711
Azerbaijan,Generation X,3,675100,462
Azerbaijan,Generation X,3,677500,711
Azerbaijan,Generation X,4,738550,711
Azerbaijan,Generation X,5,642900,462
Azerbaijan,Generation X,9,663600,462
Azerbaijan,Millenials,1,878950,711
Azerbaijan,Silent,3,434150,711
Azerbaijan,Silent,8,377400,462
Azerbaijan,Silent,9,361300,711
Bahamas,Boomers,1,22178,29761
Bahamas,Boomers,1,43193,32596
Bahamas,Boomers,2,24298,30455
Bahamas,Boomers,5,36060,29942
Bahamas,Generation X,1,25774,29942
Bahamas,Generation X,1,26366,32596
Bahamas,Generation X,1,26917,32596
Bahamas,Generation X,1,50932,29761
Bahamas,Generation X,1,53312,30239
Bahamas,Generation X,1,54245,31204
Bahamas,Generation X,1,54567,30455
Bahamas,Generation X,2,51466,31204
Bahamas,Generation X,2,51912,30455
Bahamas,Generation X,3,50326,30239
Bahamas,Generation X,4,24338,29942
Bahamas,Millenials,1,28690,32596
Bahamas,Millenials,1,29138,29761
Bahamas,Millenials,1,31968,30239
Bahamas,Millenials,1,32343,29761
Bahamas,Millenials,2,31792,30239
Bahamas,Millenials,2,32716,31204
Bahamas,Silent,1,15459,29942
Bahamas,Silent,1,21188,30239
Bahamas,Silent,1,25150,30239
Bahamas,Silent,1,3090,30239
Bahrain,Boomers,1,43883,26078
Bahrain,Boomers,10,112060,15345
Bahrain,Boomers,14,174785,19485
Bahrain,Boomers,2,92102,19485
Bahrain,Boomers,7,67600,9980
Bahrain,Generation X,1,104368,22572
Bahrain,Generation X,1,258922,27503
Bahrain,Generation X,1,53263,15345
Bahrain,Generation X,15,142375,19485
Bahrain,Generation X,16,86231,15345
Bahrain,Generation X,2,123582,26078
Bahrain,Generation X,2,125709,22572
Bahrain,Generation X,2,269162,26793
Bahrain,Generation X,2,59208,15345
Bahrain,Generation X,3,73758,19485
Bahrain,Generation X,4,242955,26078
Bahrain,Generation X,6,235591,22572
Bahrain,Generation X,6,268027,25587
Bahrain,Generation X,8,252232,22572
Bahrain,Generation Z,1,77270,26078
Bahrain,Millenials,1,110064,26793
Bahrain,Millenials,1,110796,25587
Bahrain,Millenials,1,110838,27503
Bahrain,Millenials,1,111603,25587
Bahrain,Millenials,1,75788,26078
Bahrain,Millenials,1,80571,22572
Bahrain,Millenials,11,237133,25587
Bahrain,Millenials,2,237632,26793
Bahrain,Millenials,2,64792,19485
Bahrain,Millenials,2,98138,26078
Bahrain,Millenials,3,101695,26078
Bahrain,Millenials,3,237952,27503
Bahrain,Millenials,4,100635,27503
Bahrain,Millenials,4,220691,26078
Bahrain,Millenials,4,79928,19485
Bahrain,Silent,1,26900,9980
Bahrain,Silent,1,41999,22572
Bahrain,Silent,2,27261,19485
Bahrain,Silent,3,49700,9980
Barbados,Boomers,1,22000,6137
Barbados,Boomers,1,38767,15230
Barbados,Boomers,2,22000,6137
Barbados,Boomers,2,24000,8537
Barbados,Boomers,2,31800,9378
Barbados,Boomers,2,40354,12430
Barbados,Boomers,3,30000,9378
Barbados,Boomers,3,37000,12430
Barbados,G.I. Generation,1,20000,8537
Barbados,G.I. Generation,1,4000,6137
Barbados,G.I. Generation,2,13000,8537
Barbados,G.I. Generation,3,13000,6137
Barbados,G.I. Generation,3,5000,8537
Barbados,Generation X,1,20032,12430
Barbados,Generation X,1,22500,9378
Barbados,Generation X,1,25000,8537
Barbados,Generation X,2,22000,9378
Barbados,Generation X,3,39379,17034
Barbados,Generation X,4,20974,12430
Barbados,Generation X,7,23600,9378
Barbados,Silent,1,13400,9378
Barbados,Silent,1,18700,9378
Barbados,Silent,2,26000,8537
Barbados,Silent,5,24000,8537
Belarus,Boomers,1334,1403903,1335
Belarus,Boomers,170,1497056,1335
Belarus,Boomers,341,807337,8849
Belarus,Boomers,376,786132,8477
Belarus,Boomers,415,755610,6902
Belarus,Boomers,68,1149649,8849
Belarus,Boomers,87,1130796,8477
Belarus,Boomers,91,1104192,6902
Belarus,G.I. Generation,67,331579,1335
Belarus,G.I. Generation,89,110565,1335
Belarus,Generation X,111,1438609,8477
Belarus,Generation X,141,1470135,6902
Belarus,Generation X,145,1483086,6371
Belarus,Generation X,306,786483,1335
Belarus,Generation X,36,754801,1335
Belarus,Generation X,382,723856,6371
Belarus,Generation X,508,688963,1335
Belarus,Generation X,54,693860,1335
Belarus,Generation X,572,1305009,8849
Belarus,Generation X,60,715558,6371
Belarus,Generation X,609,1316641,8477
Belarus,Generation X,730,1342175,6902
Belarus,Generation X,869,1353782,6371
Belarus,Generation X,93,1421531,8849
Belarus,Generation Z,1,435715,6902
Belarus,Generation Z,1,437506,6371
Belarus,Generation Z,1,446842,8477
Belarus,Generation Z,10,459834,6902
Belarus,Generation Z,2,480895,8849
Belarus,Generation Z,5,462298,6371
Belarus,Generation Z,5,471922,8477
Belarus,Generation Z,6,455300,8849
Belarus,Millenials,128,578690,8849
Belarus,Millenials,145,609560,8477
Belarus,Millenials,15,546952,8849
Belarus,Millenials,185,676797,6902
Belarus,Millenials,20,717646,1335
Belarus,Millenials,240,707657,6371
Belarus,Millenials,25,576270,8477
Belarus,Millenials,297,768569,8849
Belarus,Millenials,308,759582,8477
Belarus,Millenials,340,736247,6902
Belarus,Millenials,36,639397,6902
Belarus,Millenials,39,668827,6371
Belarus,Millenials,41,745490,8849
Belarus,Millenials,42,724263,6902
Belarus,Millenials,45,739769,8477
Belarus,Millenials,6,683020,1335
Belarus,Silent,112,161762,6902
Belarus,Silent,115,158977,6371
Belarus,Silent,125,169369,8477
Belarus,Silent,125,172445,8849
Belarus,Silent,172,1125001,1335
Belarus,Silent,458,744533,6371
Belarus,Silent,53,475110,8849
Belarus,Silent,62,432426,6371
Belarus,Silent,65,464748,8477
Belarus,Silent,69,441193,6902
Belarus,Silent,721,750602,1335
Belarus,Silent,83,1092687,6371
Belgium,Boomers,168,1221439,49489
Belgium,Boomers,177,1240549,50173
Belgium,Boomers,185,1176009,50893
Belgium,Boomers,187,1195065,47678
Belgium,Boomers,213,811000,22032
Belgium,Boomers,222,1357900,30394
Belgium,Boomers,236,1523342,39124
Belgium,Boomers,245,775300,9356
Belgium,Boomers,253,1481833,24592
Belgium,Boomers,357,1155511,49489
Belgium,Boomers,363,1176768,50173
Belgium,Boomers,381,1125706,47678
Belgium,Boomers,408,1105807,50893
Belgium,Boomers,589,1511704,24592
Belgium,Boomers,593,1390200,30394
Belgium,Boomers,643,1549954,39124
Belgium,Boomers,78,744000,9356
Belgium,Boomers,81,781400,22032
Belgium,G.I. Generation,119,409900,9356
Belgium,G.I. Generation,169,211300,30394
Belgium,G.I. Generation,176,261961,24592
Belgium,G.I. Generation,193,1053000,22032
Belgium,G.I. Generation,208,221900,22032
Belgium,G.I. Generation,214,210800,9356
Belgium,G.I. Generation,276,1029700,9356
Belgium,G.I. Generation,349,915100,22032
Belgium,G.I. Generation,449,876400,9356
Belgium,G.I. Generation,76,484631,24592
Belgium,G.I. Generation,84,422900,30394
Belgium,G.I. Generation,95,439600,22032
Belgium,Generation X,1,615800,9356
Belgium,Generation X,109,711900,22032
Belgium,Generation X,109,775300,9356
Belgium,Generation X,12,644100,9356
Belgium,Generation X,139,631207,24592
Belgium,Generation X,142,657100,30394
Belgium,Generation X,184,696461,47355
Belgium,Generation X,195,691901,39124
Belgium,Generation X,2,618600,22032
Belgium,Generation X,215,1546111,49489
Belgium,Generation X,217,1551324,47678
Belgium,Generation X,231,1540001,50173
Belgium,Generation X,243,1548246,47355
Belgium,Generation X,244,795600,30394
Belgium,Generation X,247,1552522,50893
Belgium,Generation X,265,731332,24592
Belgium,Generation X,33,744100,9356
Belgium,Generation X,37,682800,22032
Belgium,Generation X,38,612148,24592
Belgium,Generation X,39,634100,30394
Belgium,Generation X,48,681309,39124
Belgium,Generation X,50,693304,47355
Belgium,Generation X,531,1576060,50173
Belgium,Generation X,570,1582723,49489
Belgium,Generation X,607,1587976,50893
Belgium,Generation X,617,1588342,47678
Belgium,Generation X,622,1576828,47355
Belgium,Generation X,69,711759,24592
Belgium,Generation X,72,767500,30394
Belgium,Generation Z,2,588803,47355
Belgium,Generation Z,2,610848,49489
Belgium,Generation Z,3,603232,47678
Belgium,Generation Z,3,630495,47678
Belgium,Generation Z,3,638399,49489
Belgium,Generation Z,4,644794,50173
Belgium,Generation Z,5,624298,50893
Belgium,Generation Z,7,614697,47355
Belgium,Millenials,1,599175,24592
Belgium,Millenials,1,622381,39124
Belgium,Millenials,10,621100,30394
Belgium,Millenials,100,681023,47678
Belgium,Millenials,109,676437,50893
Belgium,Millenials,159,728918,49489
Belgium,Millenials,163,715773,50893
Belgium,Millenials,168,728759,50173
Belgium,Millenials,193,723202,47678
Belgium,Millenials,26,624077,39124
Belgium,Millenials,27,653625,50173
Belgium,Millenials,27,656675,49489
Belgium,Millenials,28,659827,47678
Belgium,Millenials,3,591200,30394
Belgium,Millenials,32,647625,47355
Belgium,Millenials,4,628531,24592
Belgium,Millenials,41,656675,50893
Belgium,Millenials,43,724681,50173
Belgium,Millenials,45,715195,47678
Belgium,Millenials,47,721787,49489
Belgium,Millenials,60,707535,50893
Belgium,Millenials,85,675446,50173
Belgium,Millenials,91,679018,49489
Belgium,Millenials,98,641284,39124
Belgium,Millenials,98,663725,47355
Belgium,Silent,170,308369,39124
Belgium,Silent,173,1106872,39124
Belgium,Silent,173,1156036,47355
Belgium,Silent,180,1067181,24592
Belgium,Silent,183,354037,47355
Belgium,Silent,183,378864,49489
Belgium,Silent,185,1108700,30394
Belgium,Silent,186,1259200,22032
Belgium,Silent,187,387814,50173
Belgium,Silent,191,369145,47678
Belgium,Silent,196,361243,50893
Belgium,Silent,252,1216200,9356
Belgium,Silent,353,952563,24592
Belgium,Silent,356,1084719,47355
Belgium,Silent,370,1018252,39124
Belgium,Silent,392,969500,30394
Belgium,Silent,422,1285200,22032
Belgium,Silent,493,1228000,9356
Belgium,Silent,61,600081,47678
Belgium,Silent,63,586690,47355
Belgium,Silent,67,593364,50893
Belgium,Silent,69,537786,39124
Belgium,Silent,73,605856,49489
Belgium,Silent,83,614412,50173
Belize,Boomers,1,11928,5098
Belize,Boomers,1,12803,5272
Belize,Boomers,2,19422,3960
Belize,Boomers,2,25696,4547
Belize,Boomers,3,12340,5264
Belize,Boomers,3,14000,3436
Belize,Boomers,4,13350,5448
Belize,Boomers,4,19811,3960
Belize,G.I. Generation,1,1593,3960
Belize,G.I. Generation,1,1600,3436
Belize,G.I. Generation,1,6300,2614
Belize,Generation X,1,20100,2614
Belize,Generation X,1,23300,3436
Belize,Generation X,1,34151,5098
Belize,Generation X,1,37789,5448
Belize,Generation X,2,25007,3960
Belize,Generation X,2,32852,4923
Belize,Generation X,3,25358,3960
Belize,Generation X,4,16500,3436
Belize,Generation X,4,19529,3960
Belize,Generation X,4,23500,3436
Belize,Generation X,4,24053,4923
Belize,Generation X,5,23067,4547
Belize,Generation X,5,32734,4923
Belize,Generation X,5,36808,5448
Belize,Generation X,6,34785,5264
Belize,Generation X,7,35782,5272
Belize,Generation X,8,33782,5098
Belize,Generation Z,2,38337,5448
Belize,Millenials,1,28506,4547
Belize,Millenials,1,29287,5448
Belize,Millenials,1,34413,5264
Belize,Millenials,1,35551,5272
Belize,Millenials,1,36381,4547
Belize,Millenials,2,32338,4923
Belize,Millenials,2,34680,5264
Belize,Millenials,2,36197,5448
Belize,Millenials,2,36364,5448
