country,continent,lifeExp,pop,gdpPercap
Italy,Millenials,44,2883565,36497
Italy,Millenials,46,2894944,37035
Italy,Millenials,49,2892351,37050
Italy,Millenials,59,3576333,40210
Italy,Millenials,66,3469280,37050
Italy,Millenials,68,3504130,36497
Italy,Millenials,75,3445649,37035
Italy,Millenials,8,2809032,33536
Italy,Millenials,9,2832205,21027
Italy,Silent,1078,5785158,21625
Italy,Silent,158,4042740,37035
Italy,Silent,161,3782232,36869
Italy,Silent,162,3786565,40210
Italy,Silent,175,3849653,36497
Italy,Silent,181,3943123,37050
Italy,Silent,190,3344358,33536
Italy,Silent,294,7158216,36869
Italy,Silent,317,7539900,21472
Italy,Silent,336,6930686,33536
Italy,Silent,339,6724867,21027
Italy,Silent,382,7478700,8329
Italy,Silent,445,6746565,21625
Italy,Silent,512,1945546,33536
Italy,Silent,591,2295316,36869
Italy,Silent,604,2382354,36497
Italy,Silent,625,2471260,37050
Italy,Silent,664,2321431,40210
Italy,Silent,670,2566489,37035
Italy,Silent,802,7381900,21472
Italy,Silent,871,6210417,33536
Italy,Silent,893,5873893,21027
Italy,Silent,902,7267900,8329
Italy,Silent,944,6491779,36869
Jamaica,Boomers,1,156000,1032
Jamaica,Boomers,1,168398,5552
Jamaica,Boomers,11,164711,5552
Jamaica,Boomers,14,304285,4505
Jamaica,Boomers,2,271965,3795
Jamaica,Boomers,5,331681,4505
Jamaica,G.I. Generation,1,29000,1032
Jamaica,G.I. Generation,1,38000,1032
Jamaica,Generation X,1,202735,5100
Jamaica,Generation X,1,204405,4505
Jamaica,Generation X,1,237231,3795
Jamaica,Generation X,1,328839,5100
Jamaica,Generation X,1,346487,5552
Jamaica,Generation X,13,195464,4505
Jamaica,Generation X,14,331288,5552
Jamaica,Generation X,2,249414,2155
Jamaica,Generation X,3,259000,1032
Jamaica,Generation Z,1,270432,5100
Jamaica,Generation Z,3,252024,5552
Jamaica,Generation Z,3,263900,5552
Jamaica,Millenials,1,244537,4505
Jamaica,Millenials,1,262579,5552
Jamaica,Millenials,1,277318,4505
Jamaica,Millenials,1,290746,4505
Jamaica,Millenials,5,274128,5552
Jamaica,Millenials,6,251882,4505
Jamaica,Millenials,7,206750,5552
Jamaica,Silent,1,169000,1032
Jamaica,Silent,1,176000,1032
Jamaica,Silent,1,193270,2155
Jamaica,Silent,2,45648,4505
Jamaica,Silent,4,49098,5552
Jamaica,Silent,7,138670,4505
Japan,Boomers,1462,7927600,26949
Japan,Boomers,1982,8465800,12401
Japan,Boomers,1984,17984000,46043
Japan,Boomers,2114,16388567,39412
Japan,Boomers,2172,17380248,40813
Japan,Boomers,2512,17288000,40328
Japan,Boomers,2604,17279000,42781
Japan,Boomers,2636,17342000,51379
Japan,Boomers,2883,17447000,50919
Japan,Boomers,5477,16213000,40328
Japan,Boomers,5507,18054500,46043
Japan,Boomers,5908,16202000,42781
Japan,Boomers,6134,16254000,51379
Japan,Boomers,6858,16343000,50919
Japan,Boomers,698,7761900,26949
Japan,Boomers,8023,17540437,40813
Japan,Boomers,8073,16566953,39412
Japan,Boomers,817,8321600,12401
Japan,G.I. Generation,1340,1791000,12401
Japan,G.I. Generation,1358,2553900,46043
Japan,G.I. Generation,1405,2232400,26949
Japan,G.I. Generation,1553,2862400,12401
Japan,G.I. Generation,1582,4592800,46043
Japan,G.I. Generation,1619,3187143,40813
Japan,G.I. Generation,1796,5792695,40813
Japan,G.I. Generation,1814,3736000,26949
Japan,G.I. Generation,2543,11024900,12401
Japan,G.I. Generation,2607,12588300,26949
Japan,G.I. Generation,3654,10761800,26949
Japan,G.I. Generation,3763,8996900,12401
Japan,Generation X,1008,7545642,47059
Japan,Generation X,1027,8975013,40813
Japan,Generation X,1050,9332000,46043
Japan,Generation X,1139,8728500,12401
Japan,Generation X,1140,8705334,39412
Japan,Generation X,1273,8063415,40813
Japan,Generation X,1692,8404400,46043
Japan,Generation X,17,7764300,26949
Japan,Generation X,2158,16959000,40328
Japan,Generation X,2242,16937000,51379
Japan,Generation X,2242,16974000,42781
Japan,Generation X,2404,16781836,47059
Japan,Generation X,2454,9260089,40813
Japan,Generation X,2543,7822984,47059
Japan,Generation X,2598,16861000,50919
Japan,Generation X,26,9041200,12401
Japan,Generation X,2862,8984855,39412
Japan,Generation X,30,8168200,26949
Japan,Generation X,434,9143500,26949
Japan,Generation X,488,8925300,46043
Japan,Generation X,491,8366600,12401
Japan,Generation X,531,7669997,40813
Japan,Generation X,5710,17365000,40328
Japan,Generation X,59,9423300,12401
Japan,Generation X,6333,17367000,42781
Japan,Generation X,6413,17318000,51379
Japan,Generation X,667,8178700,46043
Japan,Generation X,6975,17224000,50919
Japan,Generation X,7351,17131261,47059
Japan,Generation X,875,9545600,26949
Japan,Generation Z,20,5458000,51379
Japan,Generation Z,21,5578687,47059
Japan,Generation Z,22,5519000,50919
Japan,Generation Z,34,5334000,40328
Japan,Generation Z,34,5398000,42781
Japan,Generation Z,42,5855595,47059
Japan,Generation Z,52,5792000,50919
Japan,Generation Z,55,5729000,51379
Japan,Generation Z,58,5666000,42781
Japan,Generation Z,68,5596000,40328
Japan,Millenials,1112,7314000,50919
Japan,Millenials,1180,6110000,40328
Japan,Millenials,1242,6143000,42781
Japan,Millenials,1243,7043709,39412
Japan,Millenials,1294,6185000,51379
Japan,Millenials,1304,6246000,50919
Japan,Millenials,1315,6324856,47059
Japan,Millenials,16,5794794,39412
Japan,Millenials,16,6090721,40813
Japan,Millenials,2131,7007000,40328
Japan,Millenials,2178,7186000,42781
Japan,Millenials,2244,7384000,51379
Japan,Millenials,23,6792300,46043
Japan,Millenials,2404,7588000,50919
Japan,Millenials,29,6095375,39412
Japan,Millenials,43,7125500,46043
Japan,Millenials,432,5803000,40328
Japan,Millenials,467,5834000,42781
Japan,Millenials,495,5873000,51379
Japan,Millenials,508,6008624,47059
Japan,Millenials,58,6401260,40813
Japan,Millenials,616,5931000,50919
Japan,Millenials,643,6672938,39412
Japan,Millenials,814,6734000,40328
Japan,Millenials,850,6913000,42781
Japan,Millenials,931,7110000,51379
Japan,Silent,1587,9761000,40328
Japan,Silent,1600,7307828,39412
Japan,Silent,1612,9362000,51379
Japan,Silent,1686,8804107,47059
Japan,Silent,1713,9588000,42781
Japan,Silent,1754,9092000,50919
Japan,Silent,1858,4288706,39412
Japan,Silent,2184,18325800,26949
Japan,Silent,2188,5345432,47059
Japan,Silent,2188,5570000,50919
Japan,Silent,2254,6104000,40328
Japan,Silent,2262,5783000,51379
Japan,Silent,2362,5964000,42781
Japan,Silent,2426,14003800,46043
Japan,Silent,2582,17953700,12401
Japan,Silent,2786,17011318,39412
Japan,Silent,2879,17525806,47059
Japan,Silent,3032,15357610,40813
Japan,Silent,4429,12402300,46043
Japan,Silent,4822,18296000,26949
Japan,Silent,6962,17833300,12401
Japan,Silent,7466,16402437,47059
Japan,Silent,7988,14034032,40813
Japan,Silent,8005,15797130,39412
Kazakhstan,Boomers,104,1453700,1823
Kazakhstan,Boomers,1225,1893623,4096
Kazakhstan,Boomers,1523,1791600,1359
Kazakhstan,Boomers,1527,1802430,1328
Kazakhstan,Boomers,177,2097655,4096
Kazakhstan,Boomers,216,1901900,1359
Kazakhstan,Boomers,234,1959602,1328
Kazakhstan,Boomers,343,911127,14351
Kazakhstan,Boomers,358,831202,12969
Kazakhstan,Boomers,368,852033,13845
Kazakhstan,Boomers,393,878598,15552
Kazakhstan,Boomers,602,1455200,1823
Kazakhstan,Boomers,69,1263876,14351
Kazakhstan,Boomers,78,1172197,12969
Kazakhstan,Boomers,89,1228388,15552
Kazakhstan,Boomers,93,1198153,13845
Kazakhstan,G.I. Generation,188,1060900,1823
Kazakhstan,G.I. Generation,356,706400,1823
Kazakhstan,G.I. Generation,47,77972,1328
Kazakhstan,G.I. Generation,56,254407,1328
Kazakhstan,G.I. Generation,76,86400,1359
Kazakhstan,G.I. Generation,82,102200,1823
Kazakhstan,G.I. Generation,85,291100,1823
Kazakhstan,G.I. Generation,86,267600,1359
Kazakhstan,Generation X,1062,2062451,12969
Kazakhstan,Generation X,1074,2082135,13845
Kazakhstan,Generation X,1082,2116035,14351
Kazakhstan,Generation X,1118,2037599,10062
Kazakhstan,Generation X,1142,2098964,15552
Kazakhstan,Generation X,122,1089854,1328
Kazakhstan,Generation X,126,1188857,4096
Kazakhstan,Generation X,130,1271500,1359
Kazakhstan,Generation X,140,1332552,10062
Kazakhstan,Generation X,145,1412600,1359
Kazakhstan,Generation X,160,2227790,10062
Kazakhstan,Generation X,166,2253866,12969
Kazakhstan,Generation X,169,1375343,1328
Kazakhstan,Generation X,170,1338900,1823
Kazakhstan,Generation X,171,2303567,14351
Kazakhstan,Generation X,181,2273726,13845
Kazakhstan,Generation X,193,2289754,15552
Kazakhstan,Generation X,375,1425100,1823
Kazakhstan,Generation X,53,1698000,1823
Kazakhstan,Generation X,622,1455600,1359
Kazakhstan,Generation X,623,1366874,1328
Kazakhstan,Generation X,7,1661900,1823
Kazakhstan,Generation X,808,1310211,10062
Kazakhstan,Generation X,852,1132418,1328
Kazakhstan,Generation X,868,1174447,4096
Kazakhstan,Generation X,887,1311800,1359
Kazakhstan,Generation Z,18,1307309,14351
Kazakhstan,Generation Z,21,1169247,12969
Kazakhstan,Generation Z,25,1155258,10062
Kazakhstan,Generation Z,27,1246955,15552
Kazakhstan,Generation Z,33,1261734,13845
Kazakhstan,Generation Z,38,1218724,12969
Kazakhstan,Generation Z,38,1377917,14351
Kazakhstan,Generation Z,42,1313549,15552
Kazakhstan,Generation Z,49,1212500,10062
Kazakhstan,Generation Z,7,1198748,13845
Kazakhstan,Millenials,111,1407854,13845
Kazakhstan,Millenials,126,1490998,14351
Kazakhstan,Millenials,128,1367342,12969
Kazakhstan,Millenials,131,1464381,13845
Kazakhstan,Millenials,132,1344351,14351
Kazakhstan,Millenials,136,1451026,15552
Kazakhstan,Millenials,15,1688900,1359
Kazakhstan,Millenials,153,1464554,4096
Kazakhstan,Millenials,171,1514356,12969
Kazakhstan,Millenials,18,1486628,1328
Kazakhstan,Millenials,182,1405609,15552
Kazakhstan,Millenials,193,1549811,10062
Kazakhstan,Millenials,24,1219019,4096
Kazakhstan,Millenials,356,1377269,14351
Kazakhstan,Millenials,426,1481240,13845
Kazakhstan,Millenials,449,1429864,15552
Kazakhstan,Millenials,47,1523202,1328
Kazakhstan,Millenials,493,1526023,12969
Kazakhstan,Millenials,528,1555580,10062
Kazakhstan,Millenials,61,1736100,1359
Kazakhstan,Millenials,635,1507234,4096
Kazakhstan,Millenials,667,1462224,14351
Kazakhstan,Millenials,716,1384736,13845
Kazakhstan,Millenials,733,1425587,15552
Kazakhstan,Millenials,778,1344771,12969
Kazakhstan,Millenials,78,1272278,4096
Kazakhstan,Silent,100,1021709,4096
Kazakhstan,Silent,147,1005027,1328
Kazakhstan,Silent,208,1205800,1359
Kazakhstan,Silent,225,1845400,1823
Kazakhstan,Silent,389,810461,10062
Kazakhstan,Silent,39,263531,10062
Kazakhstan,Silent,40,288919,13845
Kazakhstan,Silent,402,716191,4096
Kazakhstan,Silent,44,273217,12969
Kazakhstan,Silent,47,325593,14351
Kazakhstan,Silent,48,307080,15552
Kazakhstan,Silent,54,279776,4096
Kazakhstan,Silent,586,698665,1328
Kazakhstan,Silent,60,129890,13845
Kazakhstan,Silent,61,112427,4096
Kazakhstan,Silent,64,119954,12969
Kazakhstan,Silent,70,148578,14351
Kazakhstan,Silent,72,113390,10062
Kazakhstan,Silent,737,859800,1359
Kazakhstan,Silent,78,140008,15552
Kazakhstan,Silent,88,1144484,10062
Kazakhstan,Silent,925,1735100,1823
Kuwait,Boomers,1,138505,49781
Kuwait,Boomers,1,220232,39166
Kuwait,Boomers,1,94314,43774
Kuwait,Boomers,17,413321,39166
Kuwait,Boomers,2,128200,17995
Kuwait,Boomers,2,128263,46203
Kuwait,Boomers,2,136200,14607
Kuwait,Boomers,2,197224,19112
Kuwait,Boomers,2,83066,49781
Kuwait,Boomers,3,146172,48729
Kuwait,Boomers,3,156953,43774
Kuwait,Boomers,5,228000,14607
Kuwait,Boomers,5,431562,19112
Kuwait,Boomers,7,303300,17995
Kuwait,G.I. Generation,1,35200,14607
Kuwait,Generation X,1,116400,17995
Kuwait,Generation X,10,189015,19112
Kuwait,Generation X,11,373318,19112
Kuwait,Generation X,13,619392,35171
Kuwait,Generation X,17,822229,49781
Kuwait,Generation X,18,892860,43774
Kuwait,Generation X,2,138600,17995
Kuwait,Generation X,2,147681,19112
Kuwait,Generation X,2,150900,14607
Kuwait,Generation X,21,346283,39166
Kuwait,Generation X,3,163848,19112
Kuwait,Generation X,3,387443,35171
Kuwait,Generation X,4,396994,46203
Kuwait,Generation X,5,142900,17995
Kuwait,Generation X,5,423084,49781
Kuwait,Generation X,5,431425,48729
Kuwait,Generation X,7,203126,39166
Kuwait,Generation X,7,847524,48729
Kuwait,Generation X,8,351659,35171
Kuwait,Generation X,8,454428,43774
Kuwait,Generation X,9,292900,17995
Kuwait,Generation X,9,762814,35171
Kuwait,Generation X,9,777932,46203
Kuwait,Generation Z,1,250917,49781
Kuwait,Generation Z,2,242095,46203
Kuwait,Generation Z,3,230439,46203
Kuwait,Millenials,1,254945,35171
Kuwait,Millenials,10,267410,49781
Kuwait,Millenials,16,643877,48729
Kuwait,Millenials,2,201000,39166
Kuwait,Millenials,2,231645,35171
Kuwait,Millenials,2,232768,46203
Kuwait,Millenials,2,267988,48729
Kuwait,Millenials,22,663735,43774
Kuwait,Millenials,3,168662,39166
Kuwait,Millenials,3,233349,48729
Kuwait,Millenials,4,237359,49781
Kuwait,Millenials,4,260399,46203
Kuwait,Millenials,4,390934,43774
Kuwait,Millenials,5,228222,43774
Kuwait,Millenials,5,380061,48729
Kuwait,Millenials,6,354327,46203
Kuwait,Millenials,7,270301,43774
Kuwait,Millenials,8,377621,49781
Kuwait,Millenials,8,637302,49781
Kuwait,Millenials,9,614348,46203
Kuwait,Silent,1,121900,14607
Kuwait,Silent,1,61145,19112
Kuwait,Silent,1,74974,39166
Kuwait,Silent,3,121359,35171
Kuwait,Silent,6,235600,14607
Kyrgyzstan,Boomers,10,258395,1339
Kyrgyzstan,Boomers,11,285203,1465
Kyrgyzstan,Boomers,136,559702,533
Kyrgyzstan,Boomers,147,488125,313
Kyrgyzstan,Boomers,180,378800,425
Kyrgyzstan,Boomers,23,357500,715
Kyrgyzstan,Boomers,23,586545,533
Kyrgyzstan,Boomers,34,512008,313
Kyrgyzstan,Boomers,35,394200,425
Kyrgyzstan,Boomers,36,196311,1273
Kyrgyzstan,Boomers,37,226999,1465
Kyrgyzstan,Boomers,39,214859,1463
Kyrgyzstan,Boomers,48,204335,1339
Kyrgyzstan,Boomers,8,271112,1463
Kyrgyzstan,Boomers,9,248599,1273
Kyrgyzstan,Boomers,99,350200,715
Kyrgyzstan,G.I. Generation,10,56276,313
Kyrgyzstan,G.I. Generation,14,25200,715
Kyrgyzstan,G.I. Generation,15,59800,715
Kyrgyzstan,G.I. Generation,38,242200,715
Kyrgyzstan,G.I. Generation,6,51600,425
Kyrgyzstan,G.I. Generation,68,175000,715
Kyrgyzstan,G.I. Generation,7,25297,313
Kyrgyzstan,G.I. Generation,9,19700,425
Kyrgyzstan,Generation X,100,339500,425
Kyrgyzstan,Generation X,105,403759,533
Kyrgyzstan,Generation X,122,429972,991
Kyrgyzstan,Generation X,126,619074,1463
Kyrgyzstan,Generation X,13,372683,313
Kyrgyzstan,Generation X,131,597153,991
Kyrgyzstan,Generation X,135,603067,1273
Kyrgyzstan,Generation X,141,610705,1339
Kyrgyzstan,Generation X,145,627231,1465
Kyrgyzstan,Generation X,16,511400,715
Kyrgyzstan,Generation X,17,424270,991
Kyrgyzstan,Generation X,18,655531,1463
Kyrgyzstan,Generation X,19,399373,533
Kyrgyzstan,Generation X,21,334900,425
Kyrgyzstan,Generation X,24,475445,313
Kyrgyzstan,Generation X,24,641700,1273
Kyrgyzstan,Generation X,27,635294,991
Kyrgyzstan,Generation X,29,662629,1465
Kyrgyzstan,Generation X,31,390100,715
Kyrgyzstan,Generation X,36,648241,1339
Kyrgyzstan,Generation X,4,502700,715
Kyrgyzstan,Generation X,41,412500,425
Kyrgyzstan,Generation X,54,400300,715
Kyrgyzstan,Generation X,78,483268,313
Kyrgyzstan,Generation X,85,420500,425
Kyrgyzstan,Generation X,91,377804,313
Kyrgyzstan,Generation Z,10,525127,1273
Kyrgyzstan,Generation Z,11,519911,1463
Kyrgyzstan,Generation Z,15,531219,1339
Kyrgyzstan,Generation Z,16,550704,1465
Kyrgyzstan,Generation Z,21,539750,1463
Kyrgyzstan,Generation Z,3,511854,1339
Kyrgyzstan,Generation Z,4,507097,991
Kyrgyzstan,Generation Z,5,505791,1273
Kyrgyzstan,Generation Z,8,526711,991
Kyrgyzstan,Generation Z,8,529606,1465
Kyrgyzstan,Millenials,119,457076,1339
Kyrgyzstan,Millenials,15,597753,313
Kyrgyzstan,Millenials,18,434790,1273
Kyrgyzstan,Millenials,18,556340,533
Kyrgyzstan,Millenials,19,472177,1463
Kyrgyzstan,Millenials,2,583630,313
Kyrgyzstan,Millenials,22,491445,1465
Kyrgyzstan,Millenials,23,451969,1339
Kyrgyzstan,Millenials,26,538067,533
Kyrgyzstan,Millenials,29,548946,1465
Kyrgyzstan,Millenials,3,550900,425
Kyrgyzstan,Millenials,37,559784,1463
Kyrgyzstan,Millenials,40,570274,1339
Kyrgyzstan,Millenials,40,588624,991
Kyrgyzstan,Millenials,47,580711,1273
Kyrgyzstan,Millenials,5,564200,425
Kyrgyzstan,Millenials,6,538660,533
Kyrgyzstan,Millenials,61,567126,1465
Kyrgyzstan,Millenials,73,583127,1339
Kyrgyzstan,Millenials,74,575574,1463
Kyrgyzstan,Millenials,82,545608,533
Kyrgyzstan,Millenials,82,591049,1273
Kyrgyzstan,Millenials,84,476515,1463
Kyrgyzstan,Millenials,86,597408,991
Kyrgyzstan,Millenials,92,440462,1273
Kyrgyzstan,Millenials,93,495103,1465
Kyrgyzstan,Silent,10,36816,991
Kyrgyzstan,Silent,10,66672,1339
Kyrgyzstan,Silent,11,240446,991
Kyrgyzstan,Silent,13,219715,313
Kyrgyzstan,Silent,149,354400,715
Kyrgyzstan,Silent,2,68792,533
Kyrgyzstan,Silent,32,246200,425
Kyrgyzstan,Silent,36,169790,533
Kyrgyzstan,Silent,36,368500,715
Kyrgyzstan,Silent,38,189553,991
Kyrgyzstan,Silent,4,68456,1463
Kyrgyzstan,Silent,4,70778,1465
Kyrgyzstan,Silent,5,39457,1463
Kyrgyzstan,Silent,5,65298,1273
Kyrgyzstan,Silent,6,38493,1339
Kyrgyzstan,Silent,6,40660,1465
Kyrgyzstan,Silent,6,64212,991
Kyrgyzstan,Silent,76,177198,313
Kyrgyzstan,Silent,8,210976,533
Kyrgyzstan,Silent,8,37633,1273
Kyrgyzstan,Silent,88,192400,425
Kyrgyzstan,Silent,9,36921,533
Latvia,Boomers,18,278027,14558
Latvia,Boomers,182,295853,7916
Latvia,Boomers,20,275103,16544
Latvia,Boomers,21,279774,14447
Latvia,Boomers,23,276381,15820
Latvia,Boomers,265,306512,3494
Latvia,Boomers,32,326705,7916
Latvia,Boomers,339,311700,2438
Latvia,Boomers,39,339942,3494
Latvia,Boomers,81,346900,2438
Latvia,Boomers,92,188374,15820
Latvia,Boomers,93,189439,16544
Latvia,Boomers,97,187386,14558
Latvia,Boomers,99,187046,14447
Latvia,G.I. Generation,31,97263,3494
Latvia,G.I. Generation,33,31100,2438
Latvia,G.I. Generation,34,88400,2438
Latvia,G.I. Generation,37,31135,3494
Latvia,Generation X,10,166300,2438
Latvia,Generation X,113,266548,16544
Latvia,Generation X,12,178000,2438
Latvia,Generation X,128,270844,15820
Latvia,Generation X,137,278936,14447
Latvia,Generation X,146,183200,2438
Latvia,Generation X,15,161770,3494
Latvia,Generation X,153,283732,11951
Latvia,Generation X,16,285454,16544
Latvia,Generation X,164,275218,14558
Latvia,Generation X,17,308180,11951
Latvia,Generation X,18,302492,14447
Latvia,Generation X,19,291387,15820
Latvia,Generation X,2,141714,11951
Latvia,Generation X,22,297148,14558
Latvia,Generation X,5,152448,7916
Latvia,Generation X,53,173170,3494
Latvia,Generation X,59,145331,11951
Latvia,Generation X,65,171900,2438
Latvia,Generation X,8,166955,3494
Latvia,Generation X,81,154334,7916
Latvia,Generation X,83,161888,3494
Latvia,Generation Z,1,97001,14558
Latvia,Generation Z,1,98867,15820
Latvia,Millenials,1,112115,7916
Latvia,Millenials,1,158092,3494
Latvia,Millenials,1,184100,2438
Latvia,Millenials,10,137117,16544
Latvia,Millenials,17,120698,15820
Latvia,Millenials,2,113955,15820
Latvia,Millenials,3,191800,2438
Latvia,Millenials,31,112758,16544
Latvia,Millenials,34,129182,14558
Latvia,Millenials,34,147429,11951
Latvia,Millenials,38,137623,14447
Latvia,Millenials,4,117087,7916
Latvia,Millenials,4,141468,11951
Latvia,Millenials,45,143777,16544
Latvia,Millenials,45,178042,7916
Latvia,Millenials,5,131378,14447
Latvia,Millenials,5,138307,14558
Latvia,Millenials,5,164874,3494
Latvia,Millenials,50,142886,14558
Latvia,Millenials,53,143497,15820
Latvia,Millenials,56,142828,14447
Latvia,Millenials,6,106420,16544
Latvia,Millenials,6,122407,14558
Latvia,Millenials,6,137922,15820
Latvia,Millenials,6,170913,7916
Latvia,Millenials,9,139013,14447
Latvia,Silent,10,120367,11951
Latvia,Silent,105,187076,11951
Latvia,Silent,11,128209,15820
Latvia,Silent,114,191534,7916
Latvia,Silent,175,203290,3494
Latvia,Silent,19,131335,16544
Latvia,Silent,19,38514,7916
Latvia,Silent,22,122500,14447
Latvia,Silent,22,125246,14558
Latvia,Silent,239,203600,2438
Latvia,Silent,25,43667,11951
Latvia,Silent,25,46273,14558
Latvia,Silent,29,281172,11951
Latvia,Silent,29,49779,16544
Latvia,Silent,31,111427,7916
Latvia,Silent,31,48030,15820
Latvia,Silent,35,44766,14447
Latvia,Silent,44,288859,7916
Latvia,Silent,58,307216,3494
Latvia,Silent,61,317700,2438
Lithuania,Boomers,113,481445,2324
Lithuania,Boomers,121,493992,3481
Lithuania,Boomers,195,263194,15099
Lithuania,Boomers,204,269618,17442
Lithuania,Boomers,213,262391,15097
Lithuania,Boomers,223,265835,16538
Lithuania,Boomers,41,380096,16538
Lithuania,Boomers,45,378541,15099
Lithuania,Boomers,469,453800,8229
Lithuania,Boomers,47,383128,17442
Lithuania,Boomers,595,451103,3481
Lithuania,Boomers,632,436306,2324
Lithuania,Boomers,68,378929,15097
Lithuania,Boomers,84,492082,8229
Lithuania,G.I. Generation,36,124608,3481
Lithuania,G.I. Generation,37,109609,2324
Lithuania,G.I. Generation,40,50557,3481
Lithuania,G.I. Generation,67,47214,2324
Lithuania,Generation X,11,196906,12584
Lithuania,Generation X,110,198028,12584
Lithuania,Generation X,131,252489,3481
Lithuania,Generation X,134,263792,2324
Lithuania,Generation X,172,221170,8229
Lithuania,Generation X,19,223982,8229
Lithuania,Generation X,20,256623,2324
Lithuania,Generation X,221,249865,3481
Lithuania,Generation X,226,284758,2324
Lithuania,Generation X,25,245035,3481
Lithuania,Generation X,309,396758,17442
Lithuania,Generation X,31,252324,3481
Lithuania,Generation X,321,413107,15099
Lithuania,Generation X,33,276055,2324
Lithuania,Generation X,349,420391,15097
Lithuania,Generation X,357,430396,12584
Lithuania,Generation X,382,405191,16538
Lithuania,Generation X,43,431495,17442
Lithuania,Generation X,67,460566,15097
Lithuania,Generation X,72,471491,12584
Lithuania,Generation X,74,451819,15099
Lithuania,Generation X,75,442140,16538
Lithuania,Generation Z,1,146411,15097
Lithuania,Generation Z,1,153084,12584
Lithuania,Generation Z,1,154519,15097
Lithuania,Generation Z,1,161599,12584
Lithuania,Generation Z,2,141934,17442
Lithuania,Generation Z,2,144800,16538
Lithuania,Generation Z,3,135051,17442
Lithuania,Generation Z,3,137471,16538
Lithuania,Generation Z,3,149055,15099
Lithuania,Millenials,1,200467,8229
Lithuania,Millenials,10,183799,15099
Lithuania,Millenials,10,207726,15097
Lithuania,Millenials,100,249053,8229
Lithuania,Millenials,11,182183,17442
Lithuania,Millenials,11,240386,8229
Lithuania,Millenials,117,187811,15099
Lithuania,Millenials,12,186406,17442
Lithuania,Millenials,121,188010,16538
Lithuania,Millenials,124,189937,15097
Lithuania,Millenials,14,218961,12584
Lithuania,Millenials,17,187312,15097
Lithuania,Millenials,17,192772,16538
Lithuania,Millenials,2,211022,8229
Lithuania,Millenials,2,268965,2324
Lithuania,Millenials,22,182444,16538
Lithuania,Millenials,4,279260,2324
Lithuania,Millenials,6,262637,3481
Lithuania,Millenials,64,209964,15099
Lithuania,Millenials,74,217769,15097
Lithuania,Millenials,8,199629,15099
Lithuania,Millenials,88,197504,17442
Lithuania,Millenials,93,227810,12584
Lithuania,Millenials,94,189300,17442
Lithuania,Millenials,96,203647,16538
Lithuania,Silent,101,405061,3481
Lithuania,Silent,101,408926,2324
Lithuania,Silent,219,262907,12584
Lithuania,Silent,289,271641,8229
Lithuania,Silent,324,276055,3481
Lithuania,Silent,325,274196,2324
Lithuania,Silent,34,154994,8229
Lithuania,Silent,37,183510,15099
Lithuania,Silent,38,179526,15097
Lithuania,Silent,40,186711,16538
Lithuania,Silent,41,175611,12584
Lithuania,Silent,45,189437,17442
Lithuania,Silent,49,72479,12584
Lithuania,Silent,50,380465,12584
Lithuania,Silent,52,62849,8229
Lithuania,Silent,53,76080,15099
Lithuania,Silent,56,74328,15097
Lithuania,Silent,63,77510,16538
Lithuania,Silent,72,78763,17442
Lithuania,Silent,86,393282,8229
Luxembourg,Boomers,10,48506,113120
Luxembourg,Boomers,15,67181,51841
Luxembourg,Boomers,16,73579,85397
Luxembourg,Boomers,17,59600,56499
Luxembourg,Boomers,18,52295,126352
Luxembourg,Boomers,2,32300,36871
Luxembourg,Boomers,3,29900,13743
Luxembourg,Boomers,3,48023,122729
Luxembourg,Boomers,3,49311,113120
Luxembourg,Boomers,3,64046,51841
Luxembourg,Boomers,5,52260,126352
Luxembourg,Boomers,6,29800,13743
Luxembourg,Boomers,6,71364,85397
Luxembourg,Boomers,7,47058,122729
Luxembourg,Boomers,8,50752,120423
Luxembourg,Boomers,8,56600,56499
Luxembourg,Boomers,9,33200,36871
Luxembourg,Boomers,9,50291,120423
Luxembourg,G.I. Generation,12,32400,36871
Luxembourg,G.I. Generation,14,30200,13743
Luxembourg,G.I. Generation,2,18093,51841
Luxembourg,G.I. Generation,3,15700,56499
Luxembourg,G.I. Generation,4,13500,13743
Luxembourg,G.I. Generation,4,15500,36871
Luxembourg,G.I. Generation,4,7400,56499
Luxembourg,G.I. Generation,4,7700,36871
Luxembourg,G.I. Generation,5,39200,36871
Luxembourg,G.I. Generation,6,6900,13743
Luxembourg,G.I. Generation,7,8005,51841
Luxembourg,Generation X,1,23700,56499
Luxembourg,Generation X,1,24072,51841
Luxembourg,Generation X,1,27800,13743
Luxembourg,Generation X,1,33120,85397
Luxembourg,Generation X,1,33595,51841
Luxembourg,Generation X,10,86356,120423
Luxembourg,Generation X,13,84570,113120
Luxembourg,Generation X,2,21700,13743
Luxembourg,Generation X,2,28100,13743
Luxembourg,Generation X,2,36069,111328
Luxembourg,Generation X,20,82530,122729
Luxembourg,Generation X,20,88218,126352
Luxembourg,Generation X,24,80477,111328
Luxembourg,Generation X,3,25108,51841
Luxembourg,Generation X,3,33273,85397
Luxembourg,Generation X,3,34100,56499
Luxembourg,Generation X,3,36519,111328
Luxembourg,Generation X,3,84147,126352
Luxembourg,Generation X,4,82301,120423
Luxembourg,Generation X,5,24500,56499
Luxembourg,Generation X,5,77946,111328
Luxembourg,Generation X,5,80598,113120
Luxembourg,Generation X,6,25900,36871
